=== Cargo Screen Log Started ===
[12:03:31] [I] cargoScreen: onCargoGenerated called: cargoId=18, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1036, origin.facId=freshFish
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1037, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1038, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1039, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1040, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1041, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1042, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1043, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1044, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1045, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1046, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1047, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1048, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1049, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1050, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1051, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1052, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1053, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1054, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1055, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1056, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1057, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1058, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1059, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1060, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1061, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1062, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1063, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1064, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1065, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1066, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1067, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1068, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1069, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1070, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1071, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1072, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1073, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1074, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1075, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1076, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1077, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1078, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1079, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1080, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1081, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1082, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1083, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1084, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1085, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1086, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1087, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1088, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1089, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1090, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1091, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1092, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1093, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1094, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1095, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1096, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1097, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1098, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1099, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1100, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1101, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1102, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1103, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1104, origin.facId=coastWarehouse
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1105, origin.facId=coastWarehouse
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1106, origin.facId=coastWarehouse
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1107, origin.facId=coastWarehouse
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1108, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1109, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1110, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1111, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1112, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1113, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1114, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1115, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1116, origin.facId=firwoodSupply
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1117, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1118, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1119, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1120, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1121, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1122, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1123, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1124, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1125, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1126, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1127, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1128, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1129, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1130, origin.facId=freshFish
[12:05:12] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:12] [I] cargoScreen: onCargoGenerated called: cargoId=1131, origin.facId=freshFish
